LinkId,Timestamp,UtilizationPct,OpticalPowerDbm,BitErrorRate,LatencyMs
LINK-SYD-MEL-FIBRE-01,2026-02-04T13:30:00.000Z,55.1,-2.5,3.808e-12,7.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T13:35:00.000Z,57.4,-3.5,4.344e-12,6.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T13:40:00.000Z,57.3,-3.3,8.656e-12,6.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T13:45:00.000Z,58.6,-3.4,5.199e-12,7.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T13:50:00.000Z,57.8,-3.0,6.252e-12,7.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T13:55:00.000Z,58.8,-2.6,4.396e-12,5.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:00:00.000Z,50.4,-2.8,5.699e-12,7.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:05:00.000Z,54.1,-3.1,4.975e-12,6.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:10:00.000Z,58.8,-2.7,9.229e-12,4.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:15:00.000Z,57.9,-3.4,4.384e-12,5.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:20:00.000Z,53.6,-3.4,5.975e-12,4.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:25:00.000Z,56.6,-3.5,5.401e-12,7.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:30:00.000Z,59.2,-3.2,1.648e-12,4.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:35:00.000Z,59.4,-3.3,7.88e-12,4.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:40:00.000Z,55.9,-3.3,2.806e-12,4.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:45:00.000Z,54.0,-2.8,2.85e-13,7.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:50:00.000Z,59.5,-2.9,9.743e-12,6.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T14:55:00.000Z,56.8,-3.5,6.124e-12,6.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:00:00.000Z,51.9,-3.1,8.801e-12,5.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:05:00.000Z,51.4,-3.2,1.374e-12,5.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:10:00.000Z,54.8,-2.7,3.4e-13,5.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:15:00.000Z,59.4,-3.2,8.859e-12,6.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:20:00.000Z,52.9,-3.0,9.471e-12,5.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:25:00.000Z,51.2,-2.9,7.537e-12,7.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:30:00.000Z,57.8,-3.2,3.627e-12,7.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:35:00.000Z,59.0,-3.0,7.5e-14,5.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:40:00.000Z,54.4,-2.7,3.034e-12,4.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:45:00.000Z,53.3,-3.5,5.576e-12,7.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:50:00.000Z,54.2,-3.0,9.606e-12,6.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T15:55:00.000Z,50.3,-3.3,2.295e-12,6.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:00:00.000Z,51.3,-3.4,8.878e-12,7.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:05:00.000Z,50.3,-2.6,6.218e-12,6.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:10:00.000Z,53.3,-3.1,4.153e-12,4.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:15:00.000Z,55.9,-2.9,1.326e-12,7.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:20:00.000Z,55.7,-2.7,1.603e-12,7.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:25:00.000Z,55.0,-2.7,7e-12,5.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:30:00.000Z,51.6,-3.2,3.629e-12,5.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:35:00.000Z,55.8,-3.4,9.158e-12,6.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:40:00.000Z,53.1,-3.4,9.3e-14,4.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:45:00.000Z,51.8,-2.9,7.6e-14,4.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:50:00.000Z,53.2,-2.8,1.796e-12,6.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T16:55:00.000Z,53.4,-3.4,9.391e-12,4.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:00:00.000Z,51.6,-2.8,7.524e-12,4.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:05:00.000Z,58.9,-3.1,3.672e-12,5.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:10:00.000Z,54.0,-3.0,6.199e-12,6.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:15:00.000Z,57.0,-3.4,8.882e-12,5.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:20:00.000Z,51.3,-3.0,6.506e-12,4.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:25:00.000Z,51.0,-3.3,6.813e-12,6.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:30:00.000Z,52.5,-3.3,5.17e-13,7.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:35:00.000Z,54.0,-3.0,9.086e-12,5.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:40:00.000Z,57.3,-2.6,8.052e-12,4.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:45:00.000Z,55.7,-3.1,9.524e-12,4.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:50:00.000Z,52.4,-2.9,3.985e-12,6.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T17:55:00.000Z,50.1,-3.5,8.88e-13,5.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:00:00.000Z,54.5,-2.9,2.299e-12,5.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:05:00.000Z,50.8,-2.8,5.32e-12,6.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:10:00.000Z,51.0,-2.9,8e-14,5.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:15:00.000Z,57.2,-2.9,4.969e-12,7.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:20:00.000Z,59.8,-2.8,2.87e-13,4.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:25:00.000Z,50.7,-3.4,1.2e-12,6.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:30:00.000Z,55.5,-2.8,1.272e-12,4.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:35:00.000Z,51.5,-2.9,8.419e-12,7.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:40:00.000Z,55.8,-2.6,7.542e-12,6.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:45:00.000Z,55.1,-2.9,1.04e-12,6.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:50:00.000Z,59.4,-2.6,9.146e-12,7.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T18:55:00.000Z,50.8,-2.7,8.023e-12,6.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:00:00.000Z,50.8,-2.9,9.736e-12,7.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:05:00.000Z,54.7,-2.7,4.6e-12,6.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:10:00.000Z,51.1,-2.7,3.105e-12,4.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:15:00.000Z,55.6,-3.0,2.39e-12,5.6
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:20:00.000Z,53.9,-3.2,8.06e-13,7.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:25:00.000Z,52.4,-3.4,3.011e-12,6.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:30:00.000Z,59.8,-2.7,4.704e-12,5.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:35:00.000Z,57.6,-2.9,7.086e-12,5.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:40:00.000Z,51.7,-2.7,2.978e-12,6.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:45:00.000Z,52.0,-2.6,8.601e-12,6.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:50:00.000Z,54.6,-3.0,6.04e-12,7.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T19:55:00.000Z,53.6,-3.4,9.041e-12,7.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:00:00.000Z,58.5,-3.3,5.19e-12,6.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:05:00.000Z,50.4,-3.3,9.159e-12,4.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:10:00.000Z,58.1,-3.2,5.344e-12,4.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:15:00.000Z,53.0,-3.2,5.816e-12,5.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:20:00.000Z,50.5,-3.5,5.08e-13,5.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:25:00.000Z,56.0,-3.1,3.55e-12,4.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:30:00.000Z,54.2,-3.2,1.686e-12,5.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:35:00.000Z,57.8,-2.8,1.393e-12,5.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:40:00.000Z,55.9,-2.6,2.216e-12,7.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:45:00.000Z,52.3,-2.9,8.54e-13,7.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:50:00.000Z,59.2,-2.9,5.96e-13,4.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T20:55:00.000Z,53.3,-3.0,1.096e-12,6.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:00:00.000Z,57.5,-3.3,1.831e-12,5.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:05:00.000Z,50.7,-3.0,8.664e-12,5.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:10:00.000Z,59.7,-3.5,1.25e-13,4.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:15:00.000Z,52.7,-2.6,7.974e-12,4.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:20:00.000Z,53.3,-3.0,7.372e-12,5.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:25:00.000Z,53.1,-3.3,5.392e-12,5.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:30:00.000Z,57.9,-2.7,7.622e-12,6.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:35:00.000Z,56.8,-2.6,4.818e-12,5.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:40:00.000Z,59.3,-2.5,2.499e-12,6.4
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:45:00.000Z,57.9,-3.3,7.694e-12,4.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:50:00.000Z,53.0,-2.8,2.37e-12,5.3
LINK-SYD-MEL-FIBRE-01,2026-02-04T21:55:00.000Z,50.4,-3.3,6.055e-12,4.1
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:00:00.000Z,50.4,-2.5,5.65e-13,5.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:05:00.000Z,54.5,-3.4,8.409e-12,5.2
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:10:00.000Z,51.5,-3.0,2.502e-12,7.0
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:15:00.000Z,53.2,-3.2,9.384e-12,6.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:20:00.000Z,52.8,-2.9,1.258e-12,6.5
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:25:00.000Z,56.0,-2.8,7.502e-12,6.9
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:30:00.000Z,54.4,-3.1,8.632e-12,7.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:35:00.000Z,52.2,-3.3,9.56e-12,6.7
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:40:00.000Z,54.0,-3.5,3.201e-12,4.8
LINK-SYD-MEL-FIBRE-01,2026-02-04T22:45:00.000Z,57.8,-2.9,1.84e-12,8.0
